"0",""
"0","# the q is the order (lags) of the moving average. (2 significant lags)"
"0","# the p is how many steps in the past we consider when estimating the next term (8 significant lags)"
"0",""
"0","model = arima(complete_df[,11], order = c(0, 0, 2)) # q is 0 because model generated through MA terms"
"0",""
"0","model"
"1","
Call:"
"1","
"
"1","arima(x = complete_df[, 11], order = c(0, 0, 2))"
"1","
"
"1",""
"1","
"
"1","Coefficients:
"
"1","    "
"1","     ma1"
"1","      ma2"
"1","  intercept"
"1","
    "
"1","  0.5146"
"1","  -0.3096"
"1","    -0.1044"
"1","
s.e."
"1","  0.0291"
"1","   0.0300"
"1","     0.0449"
"1","
"
"1","
sigma^2 estimated as "
"1",""
"1","1.39"
"1",""
"1",":  log likelihood = "
"1",""
"1","-1584.22"
"1",""
"1",",  aic = "
"1",""
"1","3176.44"
"1",""
"1","
"
"0","prediction = forecast(model, h = 20, level = 80)"
"0"," # h and level can be anything"
"0",""
"0","autoplot(prediction)"
