,R2,features
0,0.8991132476519768,212
1,0.8977370972307183,212
2,0.8977370972307183,211
3,0.8976288992738163,210
4,0.8975625259101407,209
5,0.8975625259101407,208
6,0.8974396790234956,207
7,0.89746919753966,206
8,0.8974691975396599,205
9,0.8976907497844487,204
10,0.8976283311405299,203
11,0.8973497546308576,202
12,0.8972865924051616,201
13,0.8974062360295162,200
14,0.8975276025580532,199
15,0.8975311097860628,198
16,0.8975404419092858,197
17,0.8975268927110016,196
18,0.8975470125776825,195
19,0.8978574987020307,194
20,0.9002872840550227,193
21,0.9017784718251693,192
22,0.9018856077976689,191
23,0.9017728064687622,190
24,0.9016072678899889,189
25,0.901636863357188,188
26,0.9018947615492574,187
27,0.9019519598952588,186
28,0.9019627819757545,185
29,0.9021006956343083,184
30,0.9019348565847664,183
31,0.9019781952548557,182
32,0.9019737646058761,181
33,0.9019722953562769,180
34,0.9019824258054128,179
35,0.9015898927956445,178
36,0.9014250195474426,177
37,0.9014453924864334,176
38,0.9014729897701647,175
39,0.9014947826446861,174
40,0.9016524819688291,173
41,0.9016337614659427,172
42,0.9016284987520911,171
43,0.9016473285779615,170
44,0.9016253650352094,169
45,0.9015942926743858,168
46,0.9016991582258744,167
47,0.9017766598742912,166
48,0.9019573251311719,165
49,0.9018906831447067,164
50,0.9021959516030756,163
51,0.9027222141337823,162
52,0.9025804369866184,161
53,0.902781543184881,160
54,0.9042505686154936,159
55,0.9041658549893932,158
56,0.9041152326156324,157
57,0.9041303770288391,156
58,0.9042237208497288,155
59,0.9042232450241787,154
60,0.9041969622631981,153
61,0.9041613502101643,152
62,0.9044016799051781,151
63,0.9043577389560302,150
64,0.9043638013244941,149
65,0.9044026945038214,148
66,0.9044054010536724,147
67,0.9044519396944724,146
68,0.9043572317611164,145
69,0.9043059915908871,144
70,0.904279985670721,143
71,0.9038648694683934,142
72,0.9038660428649556,141
73,0.903874049303166,140
74,0.903838801742112,139
75,0.9039394555302268,138
76,0.9038868650780267,137
77,0.9036373620816192,136
78,0.9035419381129217,135
79,0.9032011887968251,134
80,0.9033356606150168,133
81,0.9032383796936757,132
82,0.9031805999563369,131
83,0.9031921619245172,130
84,0.9031921619245172,129
85,0.9031921619245172,128
86,0.9031999248945041,127
87,0.9032058413759868,126
88,0.9031925308686424,125
89,0.9031136337280042,124
90,0.9032327638858259,123
91,0.9031058636733377,122
92,0.903070058325122,121
93,0.9029495672435428,120
94,0.9028507423249458,119
95,0.9028459164058752,118
96,0.9028424279908989,117
97,0.903343327167858,116
98,0.9038451654002858,115
99,0.9039531198916656,114
100,0.9039078690943048,113
101,0.9038663640426863,112
102,0.9037555664163619,111
103,0.904251823203193,110
104,0.9048434998842908,109
105,0.9045412680729115,108
106,0.9044113529758953,107
107,0.9043205064267991,106
108,0.9043260407549476,105
109,0.904293394106013,104
110,0.9042671715343039,103
111,0.9042094138104351,102
112,0.9041204176430995,101
113,0.9041128071724245,100
114,0.9039591094268088,99
115,0.9043361320388926,98
116,0.9042087778242345,97
117,0.904458199649005,96
118,0.9039951650378016,95
119,0.9037252718911639,94
120,0.9033736617903716,93
121,0.9034566607022604,92
122,0.9036222208837998,91
123,0.9039024893990903,90
124,0.9038170993847771,89
125,0.9038928437955757,88
126,0.9036159492578021,87
127,0.9035059874002815,86
128,0.9035214225199065,85
129,0.903535819592466,84
130,0.9035408100469469,83
131,0.9027715248062036,82
132,0.9028288391820272,81
133,0.9008891329941142,80
134,0.9000061721569274,79
135,0.9002194650529871,78
136,0.9001455538144417,77
137,0.9001456606712251,76
138,0.8987783519634305,75
139,0.8985982007105403,74
140,0.8989647030171157,73
141,0.8992754575376052,72
142,0.8994434344370046,71
143,0.8991118471062179,70
144,0.8982491070922192,69
145,0.8975252254405504,68
146,0.8976987809043653,67
147,0.8976702701634567,66
148,0.8976867354091398,65
149,0.898568799374091,64
150,0.8986601151591761,63
151,0.8986162655140965,62
152,0.8986094472193318,61
153,0.8981921203420979,60
154,0.8982349778147368,59
155,0.8966283768867562,58
156,0.8960740543090249,57
157,0.8959030298591617,56
158,0.8960989903888081,55
159,0.894185545917654,54
160,0.8945564669186291,53
161,0.8945249600641558,52
162,0.8938655374044939,51
163,0.8935981604132108,50
164,0.8934047670780396,49
165,0.8932006439392813,48
166,0.8934048004535358,47
167,0.8933790586636229,46
168,0.8933764631305304,45
169,0.8935905733097338,44
170,0.892424737696815,43
171,0.8925138822144077,42
172,0.8921266770728729,41
173,0.8918659423402842,40
174,0.8918359829838305,39
175,0.8911231360242351,38
176,0.8910740968026144,37
177,0.8906712473202114,36
178,0.888562778178555,35
179,0.8885655968240425,34
180,0.8888147047797483,33
181,0.8884195490764333,32
182,0.8866124298937104,31
183,0.885779056637712,30
184,0.8919416314685369,29
185,0.890960692698992,28
186,0.8956030907925557,27
187,0.8954452588021312,26
188,0.8887749577957906,25
189,0.8887824215982203,24
190,0.8882758547443672,23
191,0.8881362200265693,22
192,0.8811619695391015,21
193,0.8812813406463736,20
194,0.881398847524596,19
195,0.8780282556837298,18
196,0.8773333023606668,17
197,0.873412337197802,16
198,0.8733927413942901,15
199,0.8725992374376881,14
200,0.8723997405555811,13
201,0.8686056835530978,12
202,0.8604919290944008,11
203,0.8528101835969332,10
204,0.8514344877649143,9
205,0.8450744549986225,8
206,0.8394575870555989,7
207,0.8279362606766847,6
208,0.7873962271845532,5
209,0.7690301008812027,4
210,0.7477540274476266,3
211,0.5269232910248447,2
212,0.004549687964297777,1
