"0",""
"0","# the q is the order (lags) of the moving average. (4 significant lines)"
"0","# the p is how many steps in the past we consider when estimating the next term (2 significant lines)"
"0",""
"0","model = arima(complete_df[,9], order = c(0, 0, 4)) # q is 0 because model generated through MA terms"
"0",""
"0","model"
"1","
Call:"
"1","
"
"1","arima(x = complete_df[, 9], order = c(0, 0, 4))"
"1","
"
"1",""
"1","
"
"1","Coefficients:
"
"1","    "
"1","     ma1"
"1","     ma2"
"1","     ma3"
"1","     ma4"
"1","  intercept"
"1","
    "
"1","  0.8536"
"1","  0.3860"
"1","  -0.369"
"1","  0.1149"
"1","     0.1563"
"1","
s.e."
"1","  0.0325"
"1","  0.0392"
"1","   0.038"
"1","  0.0311"
"1","     0.0631"
"1","
"
"1","
sigma^2 estimated as "
"1",""
"1","1.01"
"1",""
"1",":  log likelihood = "
"1",""
"1","-1430.1"
"1",""
"1",",  aic = "
"1",""
"1","2872.19"
"1",""
"1","
"
"0","prediction = forecast(model, h = 20, level = 80)"
"0"," # h and level can be anything"
"0",""
"0","autoplot(prediction)"
