"0",""
"0","# the q is the order (lags) of the moving average. (8 significant lines)"
"0","# the p is how many steps in the past we consider when estimating the next term (2 significant lines)"
"0",""
"0","model = arima(complete_df[,7], order = c(2, 0, 0)) # q is 0 because model generated through AR terms"
"0",""
"0","model"
"1","
Call:"
"1","
"
"1","arima(x = complete_df[, 7], order = c(2, 0, 0))"
"1","
"
"1",""
"1","
"
"1","Coefficients:
"
"1","    "
"1","     ar1"
"1","      ar2"
"1","  intercept"
"1","
    "
"1","  0.6330"
"1","  -0.2199"
"1","    -0.0545"
"1","
s.e."
"1","  0.0308"
"1","   0.0308"
"1","     0.0555"
"1","
"
"1","
sigma^2 estimated as "
"1",""
"1","1.064"
"1",""
"1",":  log likelihood = "
"1",""
"1","-1449.98"
"1",""
"1",",  aic = "
"1",""
"1","2907.95"
"1",""
"1","
"
"0","prediction = forecast(model, h = 20, level = 80)"
"0"," # h and level can be anything"
"0",""
"0","autoplot(prediction)"
"0",""
